n_estimators,max_depth,accuracy
5,5,0.6448947191238403
5,10,0.7920554280281067
5,15,0.8173820376396179
5,20,0.822980523109436
5,25,0.8221807479858398
5,30,0.8224473595619202
5,35,0.8224473595619202
5,40,0.8224473595619202
5,45,0.8224473595619202
5,50,0.8224473595619202
5,55,0.8224473595619202
5,60,0.8224473595619202
5,65,0.8224473595619202
5,70,0.8224473595619202
5,75,0.8224473595619202
5,80,0.8224473595619202
5,85,0.8224473595619202
5,90,0.8224473595619202
5,95,0.8224473595619202
5,100,0.8224473595619202
10,5,0.6544921398162842
10,10,0.7981871366500854
10,15,0.8349773287773132
10,20,0.8365769386291504
10,25,0.8357771039009094
10,30,0.8357771039009094
10,35,0.8357771039009094
10,40,0.8357771039009094
10,45,0.8357771039009094
10,50,0.8357771039009094
10,55,0.8357771039009094
10,60,0.8357771039009094
10,65,0.8357771039009094
10,70,0.8357771039009094
10,75,0.8357771039009094
10,80,0.8357771039009094
10,85,0.8357771039009094
10,90,0.8357771039009094
10,95,0.8357771039009094
10,100,0.8357771039009094
15,5,0.6510263681411743
15,10,0.8000532984733582
15,15,0.841109037399292
15,20,0.8448413610458374
15,25,0.8456411361694336
15,30,0.8456411361694336
15,35,0.8456411361694336
15,40,0.8456411361694336
15,45,0.8456411361694336
15,50,0.8456411361694336
15,55,0.8456411361694336
15,60,0.8456411361694336
15,65,0.8456411361694336
15,70,0.8456411361694336
15,75,0.8456411361694336
15,80,0.8456411361694336
15,85,0.8456411361694336
15,90,0.8456411361694336
15,95,0.8456411361694336
15,100,0.8456411361694336
20,5,0.6603572368621826
20,10,0.8008531332015991
20,15,0.8429751992225647
20,20,0.8475073575973511
20,25,0.8459077477455139
20,30,0.8461743593215942
20,35,0.8461743593215942
20,40,0.8461743593215942
20,45,0.8461743593215942
20,50,0.8461743593215942
20,55,0.8461743593215942
20,60,0.8461743593215942
20,65,0.8461743593215942
20,70,0.8461743593215942
20,75,0.8461743593215942
20,80,0.8461743593215942
20,85,0.8461743593215942
20,90,0.8461743593215942
20,95,0.8461743593215942
20,100,0.8461743593215942
25,5,0.6643561720848083
25,10,0.803519070148468
25,15,0.843241810798645
25,20,0.85017329454422
25,25,0.8483071327209473
25,30,0.8483071327209473
25,35,0.8483071327209473
25,40,0.8483071327209473
25,45,0.8483071327209473
25,50,0.8483071327209473
25,55,0.8483071327209473
25,60,0.8483071327209473
25,65,0.8483071327209473
25,70,0.8483071327209473
25,75,0.8483071327209473
25,80,0.8483071327209473
25,85,0.8483071327209473
25,90,0.8483071327209473
25,95,0.8483071327209473
25,100,0.8483071327209473
30,5,0.6611570119857788
30,10,0.805651843547821
30,15,0.843241810798645
30,20,0.8475073575973511
30,25,0.8467075228691101
30,30,0.8472407460212708
30,35,0.8472407460212708
30,40,0.8472407460212708
30,45,0.8472407460212708
30,50,0.8472407460212708
30,55,0.8472407460212708
30,60,0.8472407460212708
30,65,0.8472407460212708
30,70,0.8472407460212708
30,75,0.8472407460212708
30,80,0.8472407460212708
30,85,0.8472407460212708
30,90,0.8472407460212708
30,95,0.8472407460212708
30,100,0.8472407460212708
35,5,0.664089560508728
35,10,0.8040522336959839
35,15,0.843241810798645
35,20,0.8485736846923828
35,25,0.8469741344451904
35,30,0.8469741344451904
35,35,0.8469741344451904
35,40,0.8469741344451904
35,45,0.8469741344451904
35,50,0.8469741344451904
35,55,0.8469741344451904
35,60,0.8469741344451904
35,65,0.8469741344451904
35,70,0.8469741344451904
35,75,0.8469741344451904
35,80,0.8469741344451904
35,85,0.8469741344451904
35,90,0.8469741344451904
35,95,0.8469741344451904
35,100,0.8469741344451904
40,5,0.6659557223320007
40,10,0.8021860718727112
40,15,0.8435084223747253
40,20,0.8488402962684631
40,25,0.85017329454422
40,30,0.8504399061203003
40,35,0.8504399061203003
40,40,0.8504399061203003
40,45,0.8504399061203003
40,50,0.8504399061203003
40,55,0.8504399061203003
40,60,0.8504399061203003
40,65,0.8504399061203003
40,70,0.8504399061203003
40,75,0.8504399061203003
40,80,0.8504399061203003
40,85,0.8504399061203003
40,90,0.8504399061203003
40,95,0.8504399061203003
40,100,0.8504399061203003
45,5,0.666222333908081
45,10,0.8061850070953369
45,15,0.843241810798645
45,20,0.8477739095687866
45,25,0.8459077477455139
45,30,0.8464409708976746
45,35,0.8464409708976746
45,40,0.8464409708976746
45,45,0.8464409708976746
45,50,0.8464409708976746
45,55,0.8464409708976746
45,60,0.8464409708976746
45,65,0.8464409708976746
45,70,0.8464409708976746
45,75,0.8464409708976746
45,80,0.8464409708976746
45,85,0.8464409708976746
45,90,0.8464409708976746
45,95,0.8464409708976746
45,100,0.8464409708976746
50,5,0.6672887206077576
50,10,0.8048520684242249
50,15,0.8429751992225647
50,20,0.8496400713920593
50,25,0.8493735194206238
50,30,0.8493735194206238
50,35,0.8493735194206238
50,40,0.8493735194206238
50,45,0.8493735194206238
50,50,0.8493735194206238
50,55,0.8493735194206238
50,60,0.8493735194206238
50,65,0.8493735194206238
50,70,0.8493735194206238
50,75,0.8493735194206238
50,80,0.8493735194206238
50,85,0.8493735194206238
50,90,0.8493735194206238
50,95,0.8493735194206238
50,100,0.8493735194206238
55,5,0.6646227836608887
55,10,0.8064516186714172
55,15,0.843241810798645
55,20,0.8485736846923828
55,25,0.8491069078445435
55,30,0.8491069078445435
55,35,0.8491069078445435
55,40,0.8491069078445435
55,45,0.8491069078445435
55,50,0.8491069078445435
55,55,0.8491069078445435
55,60,0.8491069078445435
55,65,0.8491069078445435
55,70,0.8491069078445435
55,75,0.8491069078445435
55,80,0.8491069078445435
55,85,0.8491069078445435
55,90,0.8491069078445435
55,95,0.8491069078445435
55,100,0.8491069078445435
60,5,0.6667555570602417
60,10,0.8080511689186096
60,15,0.8419088125228882
60,20,0.8475073575973511
60,25,0.8485736846923828
60,30,0.8485736846923828
60,35,0.8485736846923828
60,40,0.8485736846923828
60,45,0.8485736846923828
60,50,0.8485736846923828
60,55,0.8485736846923828
60,60,0.8485736846923828
60,65,0.8485736846923828
60,70,0.8485736846923828
60,75,0.8485736846923828
60,80,0.8485736846923828
60,85,0.8485736846923828
60,90,0.8485736846923828
60,95,0.8485736846923828
60,100,0.8485736846923828
65,5,0.6651559472084045
65,10,0.8096507787704468
65,15,0.8413756489753723
65,20,0.8477739095687866
65,25,0.8469741344451904
65,30,0.8467075228691101
65,35,0.8467075228691101
65,40,0.8467075228691101
65,45,0.8467075228691101
65,50,0.8467075228691101
65,55,0.8467075228691101
65,60,0.8467075228691101
65,65,0.8467075228691101
65,70,0.8467075228691101
65,75,0.8467075228691101
65,80,0.8467075228691101
65,85,0.8467075228691101
65,90,0.8467075228691101
65,95,0.8467075228691101
65,100,0.8467075228691101
70,5,0.6683551073074341
70,10,0.8099173307418823
70,15,0.8427085876464844
70,20,0.8475073575973511
70,25,0.8477739095687866
70,30,0.8472407460212708
70,35,0.8472407460212708
70,40,0.8472407460212708
70,45,0.8472407460212708
70,50,0.8472407460212708
70,55,0.8472407460212708
70,60,0.8472407460212708
70,65,0.8472407460212708
70,70,0.8472407460212708
70,75,0.8472407460212708
70,80,0.8472407460212708
70,85,0.8472407460212708
70,90,0.8472407460212708
70,95,0.8472407460212708
70,100,0.8472407460212708
75,5,0.66888827085495
75,10,0.8099173307418823
75,15,0.8448413610458374
75,20,0.8480405211448669
75,25,0.8475073575973511
75,30,0.8475073575973511
75,35,0.8475073575973511
75,40,0.8475073575973511
75,45,0.8475073575973511
75,50,0.8475073575973511
75,55,0.8475073575973511
75,60,0.8475073575973511
75,65,0.8475073575973511
75,70,0.8475073575973511
75,75,0.8475073575973511
75,80,0.8475073575973511
75,85,0.8475073575973511
75,90,0.8475073575973511
75,95,0.8475073575973511
75,100,0.8475073575973511
80,5,0.6675553321838379
80,10,0.8075180053710938
80,15,0.8443081974983215
80,20,0.85017329454422
80,25,0.8493735194206238
80,30,0.8493735194206238
80,35,0.8493735194206238
80,40,0.8493735194206238
80,45,0.8493735194206238
80,50,0.8493735194206238
80,55,0.8493735194206238
80,60,0.8493735194206238
80,65,0.8493735194206238
80,70,0.8493735194206238
80,75,0.8493735194206238
80,80,0.8493735194206238
80,85,0.8493735194206238
80,90,0.8493735194206238
80,95,0.8493735194206238
80,100,0.8493735194206238
85,5,0.6656891703605652
85,10,0.8077846169471741
85,15,0.8445748090744019
85,20,0.8512396812438965
85,25,0.8504399061203003
85,30,0.8504399061203003
85,35,0.8504399061203003
85,40,0.8504399061203003
85,45,0.8504399061203003
85,50,0.8504399061203003
85,55,0.8504399061203003
85,60,0.8504399061203003
85,65,0.8504399061203003
85,70,0.8504399061203003
85,75,0.8504399061203003
85,80,0.8504399061203003
85,85,0.8504399061203003
85,90,0.8504399061203003
85,95,0.8504399061203003
85,100,0.8504399061203003
90,5,0.6630231738090515
90,10,0.8077846169471741
90,15,0.845374584197998
90,20,0.8512396812438965
90,25,0.8507064580917358
90,30,0.8504399061203003
90,35,0.8504399061203003
90,40,0.8504399061203003
90,45,0.8504399061203003
90,50,0.8504399061203003
90,55,0.8504399061203003
90,60,0.8504399061203003
90,65,0.8504399061203003
90,70,0.8504399061203003
90,75,0.8504399061203003
90,80,0.8504399061203003
90,85,0.8504399061203003
90,90,0.8504399061203003
90,95,0.8504399061203003
90,100,0.8504399061203003
95,5,0.6686217188835144
95,10,0.8085843920707703
95,15,0.8435084223747253
95,20,0.8509730696678162
95,25,0.8509730696678162
95,30,0.8504399061203003
95,35,0.8504399061203003
95,40,0.8504399061203003
95,45,0.8504399061203003
95,50,0.8504399061203003
95,55,0.8504399061203003
95,60,0.8504399061203003
95,65,0.8504399061203003
95,70,0.8504399061203003
95,75,0.8504399061203003
95,80,0.8504399061203003
95,85,0.8504399061203003
95,90,0.8504399061203003
95,95,0.8504399061203003
95,100,0.8504399061203003
100,5,0.666222333908081
100,10,0.8072513937950134
100,15,0.8461743593215942
100,20,0.8520394563674927
100,25,0.8531058430671692
100,30,0.8528392314910889
100,35,0.8528392314910889
100,40,0.8528392314910889
100,45,0.8528392314910889
100,50,0.8528392314910889
100,55,0.8528392314910889
100,60,0.8528392314910889
100,65,0.8528392314910889
100,70,0.8528392314910889
100,75,0.8528392314910889
100,80,0.8528392314910889
100,85,0.8528392314910889
100,90,0.8528392314910889
100,95,0.8528392314910889
100,100,0.8528392314910889
